2008/06/19;09:13:29 a.m.;192.168.203.7;192.168.200.22;YA LE CONSIGNE LO DE LA CUOTA 201-32291 ´PARA Q LE DESCUENTE XFA
2008/06/19;09:13:29 a.m.;192.168.200.13;192.168.205.3;lo quer pasa es que vasa atener muchas cosasa en tu cabeza
2008/06/19;09:13:48 a.m.;192.168.200.22;192.168.203.7;OK GRACIAS YA MISMO DCTO
2008/06/19;09:13:51 a.m.;192.168.200.13;192.168.205.3;y cuando silder entre, te va quedar pocos días para lo del matrimonio
2008/06/19;09:14:37 a.m.;192.168.203.7;192.168.200.22;Q ESTES BIEN
2008/06/19;09:14:46 a.m.;192.168.200.22;192.168.203.7;OK
2008/06/19;09:15:53 a.m.;192.168.203.7;192.168.203.11;HOLA
2008/06/19;09:15:58 a.m.;192.168.203.11;192.168.203.7;si
2008/06/19;09:16:38 a.m.;192.168.205.3;192.168.200.13;si estoy pensando
2008/06/19;09:16:55 a.m.;192.168.203.7;192.168.203.11;COMO ESTAS, X ALLA ESTA EL CASI POR Q HOY NO LO HE VISTO POR ACA
2008/06/19;09:17:18 a.m.;192.168.203.11;192.168.203.7;no tal vez con el jefe
2008/06/19;09:17:31 a.m.;192.168.203.7;192.168.203.11;A BUENO
2008/06/19;09:17:50 a.m.;192.168.203.7;192.168.203.11;DILE A JUAN Q LE DEBO EL APRETON DE LOS CUMPLE
2008/06/19;09:17:56 a.m.;192.168.203.11;192.168.203.7;ok
2008/06/19;09:18:53 a.m.;192.168.203.7;192.168.203.11;GRACIAS
2008/06/19;09:38:30 a.m.;192.168.200.53;192.168.203.8;LA SOLICITUD DE LEISLY YANICE PARA QUE ES?
2008/06/19;09:41:04 a.m.;192.168.203.8;192.168.200.53;BUENOS DIAS, NO RECUERDO ESA SOLICITUD
2008/06/19;09:41:37 a.m.;192.168.200.53;192.168.203.8;PREGUNTALE A LUIS, ME HACES EL FAVOR
2008/06/19;09:42:22 a.m.;192.168.203.8;192.168.200.53;NO ESTA EN LA OFICINA PERO CUANDO LLEGUE LE PREGUNTO
2008/06/19;09:42:29 a.m.;192.168.200.53;192.168.203.8;OK GRACIAS
2008/06/19;09:42:30 a.m.;192.168.203.8;192.168.200.53;RECUERDEME LOS APELLIDOS
2008/06/19;09:42:46 a.m.;192.168.200.53;192.168.203.8;49665763
2008/06/19;09:43:01 a.m.;192.168.203.13;192.168.203.8;hola
2008/06/19;09:43:25 a.m.;192.168.203.8;192.168.203.13;HOLA
2008/06/19;09:43:34 a.m.;192.168.203.8;192.168.200.53;OK,
2008/06/19;09:43:36 a.m.;192.168.203.13;192.168.203.8;entonces va a cojer el regalo
2008/06/19;09:43:44 a.m.;192.168.203.8;192.168.203.13;CLARO
2008/06/19;09:43:55 a.m.;192.168.203.13;192.168.203.8;es muy comprometedor
2008/06/19;09:44:03 a.m.;192.168.203.13;192.168.203.8;no se si lo acepte+
2008/06/19;09:44:07 a.m.;192.168.203.13;192.168.203.8;q le parece
2008/06/19;09:44:14 a.m.;192.168.203.13;192.168.203.8;hablea a ver
2008/06/19;09:44:39 a.m.;192.168.203.8;192.168.203.13;PORQ UE RAZON NO LO ACEPTARIA
2008/06/19;09:45:59 a.m.;192.168.203.13;192.168.203.8;no lo se por q le pegan
2008/06/19;09:46:38 a.m.;192.168.203.8;192.168.203.13;HUYYYYY
2008/06/19;09:48:28 a.m.;192.168.203.13;192.168.203.8;no es cierto q le pegan  me imagino q ya sabe quien
2008/06/19;09:48:54 a.m.;192.168.203.13;192.168.203.8;pero bueno creo q tiene derecho o no esta en su territoti cierto
2008/06/19;09:51:16 a.m.;192.168.203.30;192.168.200.101;hola luchy que pena con vos me pudiste averiguar algo
2008/06/19;09:55:08 a.m.;192.168.203.6;192.168.203.11;hola compa, Cta. 841
2008/06/19;09:55:59 a.m.;192.168.203.11;192.168.203.6;ok
2008/06/19;09:56:26 a.m.;192.168.203.6;192.168.203.11;cta. 3092
2008/06/19;09:56:59 a.m.;192.168.203.11;192.168.203.6;ok
2008/06/19;10:00:16 a.m.;192.168.200.104;192.168.200.103;HOLA MARTA ME REGALA FORMULARIO
2008/06/19;10:02:55 a.m.;192.168.200.13;192.168.200.15;gladys
2008/06/19;10:03:00 a.m.;192.168.200.15;192.168.200.13;hola
2008/06/19;10:03:03 a.m.;192.168.200.13;192.168.200.15;haceme u favor
2008/06/19;10:03:16 a.m.;192.168.200.15;192.168.200.13;dime
2008/06/19;10:03:27 a.m.;192.168.200.13;192.168.200.15;por que no me llamas a este numero 5623838
2008/06/19;10:03:37 a.m.;192.168.200.13;192.168.200.15;es la karina y decis que te pasen afrancy
2008/06/19;10:03:52 a.m.;192.168.200.13;192.168.200.15;y le decis que me llame
2008/06/19;10:03:59 a.m.;192.168.200.13;192.168.200.15;que le estoy marcando a su celular
2008/06/19;10:04:01 a.m.;192.168.200.13;192.168.200.15;gracias
2008/06/19;10:09:44 a.m.;192.168.200.15;192.168.200.13;hola
2008/06/19;10:09:52 a.m.;192.168.200.13;192.168.200.15;hello
2008/06/19;10:10:41 a.m.;192.168.200.15;192.168.200.13;que  llames dentro de cinco minutos que lo tiene en el bolso
2008/06/19;10:10:49 a.m.;192.168.200.13;192.168.200.15;ok gracias mi vida
2008/06/19;10:10:55 a.m.;192.168.200.15;192.168.200.13;ok
2008/06/19;10:11:04 a.m.;192.168.200.13;192.168.200.15;es que necesito pedirle una droga a luis jose
2008/06/19;10:11:08 a.m.;192.168.200.13;192.168.200.15;y me parece que a
2008/06/19;10:11:13 a.m.;192.168.200.13;192.168.200.15;alla esta bien
2008/06/19;10:11:54 a.m.;192.168.203.12;192.168.200.36;HOLA BUENOS DIAS
2008/06/19;10:12:16 a.m.;192.168.203.12;192.168.200.36;HACEME UN FAVOR CONSULTAME LA CC 88.137.236
2008/06/19;10:12:33 a.m.;192.168.203.12;192.168.200.36;CUANTO DEBE CANCELAR AL DIA DE HOY?
2008/06/19;10:14:08 a.m.;192.168.203.12;192.168.200.217;HOLA BUENOS DIAS
2008/06/19;10:14:15 a.m.;192.168.203.12;192.168.200.217;como estas
2008/06/19;10:14:26 a.m.;192.168.200.217;192.168.203.12;bien y usted
2008/06/19;10:14:58 a.m.;192.168.203.12;192.168.200.217;haceme un fa consultame la cc 88137236
2008/06/19;10:15:09 a.m.;192.168.200.15;192.168.200.13;como asi
2008/06/19;10:15:20 a.m.;192.168.203.12;192.168.200.217;cuanto es el valor de la couta a cancelar
2008/06/19;10:16:22 a.m.;192.168.200.36;192.168.203.12;HOLA
2008/06/19;10:16:24 a.m.;192.168.200.36;192.168.203.12;YA LE MIRO
2008/06/19;10:19:55 a.m.;192.168.200.36;192.168.203.12;$691.924
2008/06/19;10:20:11 a.m.;192.168.203.12;192.168.200.36;ok gracias
2008/06/19;10:20:18 a.m.;192.168.200.36;192.168.203.12;DE NADA
2008/06/19;10:23:53 a.m.;192.168.203.7;192.168.200.14;HOLA TAVITO COMO AMANCECIO
2008/06/19;10:24:10 a.m.;192.168.200.14;192.168.203.7;bien amor
2008/06/19;10:24:13 a.m.;192.168.200.14;192.168.203.7;y usted
2008/06/19;10:24:34 a.m.;192.168.203.7;192.168.200.14;XFA REGALEME CUOTA DE CC. 88137236, RUBEN DARIO RODRIGUEZ
2008/06/19;10:24:38 a.m.;192.168.203.7;192.168.200.14;MUY BIEN GRACIAS
2008/06/19;10:25:00 a.m.;192.168.200.14;192.168.203.7;692000
2008/06/19;10:25:31 a.m.;192.168.203.7;192.168.200.14;Y DE CUANTO ES REALMENTE
2008/06/19;10:25:46 a.m.;192.168.200.211;192.168.200.65;HOLA LLEGO UN FAX DE CAJA SOCIAL A NOMBRE DE LEIDY JOHANA MORA O MILENA MORA POR 100.000
2008/06/19;10:26:02 a.m.;192.168.203.7;192.168.200.14;SI LA PAGA EL DIA Q SE CUMPLE, PARA LA PROX
2008/06/19;10:26:27 a.m.;192.168.200.14;192.168.203.7;691924
2008/06/19;10:26:49 a.m.;192.168.203.7;192.168.200.14;NO, EL VALOR DE LA CUOTA SIN INTERESES DE MORA
2008/06/19;10:26:56 a.m.;192.168.200.14;192.168.203.7;683.000
2008/06/19;10:27:24 a.m.;192.168.203.7;192.168.200.14;OK MUCHAS GRACIAS
2008/06/19;10:27:29 a.m.;192.168.200.14;192.168.203.7;de nada mi amor
2008/06/19;10:28:20 a.m.;192.168.203.7;192.168.200.14;HUY Q PALABRAS TAN HERMOSAS
2008/06/19;10:29:01 a.m.;192.168.200.14;192.168.203.7;y eso que el dia de el curso estaba brava con migo no .....
2008/06/19;10:29:42 a.m.;192.168.203.7;192.168.200.14;NO PARA NADA MI AMOR
2008/06/19;10:33:10 a.m.;192.168.200.36;192.168.205.3;Hola Marislecny, buenos días
2008/06/19;10:33:27 a.m.;192.168.200.59;192.168.205.3;hello
2008/06/19;10:33:27 a.m.;192.168.200.36;192.168.205.3;me podria confirmar la consig para ANA ILSE BOTELLO de que banco es?
2008/06/19;10:34:20 a.m.;192.168.205.3;192.168.200.59;HELLO MOTOR
2008/06/19;10:34:29 a.m.;192.168.200.59;192.168.205.3;como estas
2008/06/19;10:34:37 a.m.;192.168.205.3;192.168.200.59;PUES COMO ENVOLATADA
2008/06/19;10:34:46 a.m.;192.168.205.3;192.168.200.36;HOLA BUENOS DIAS, YA TE CONFIRMO
2008/06/19;10:34:59 a.m.;192.168.203.7;192.168.203.11;YO LE PREGUNTE A TU TIA POR DOÑA CHAVA
2008/06/19;10:35:18 a.m.;192.168.203.7;192.168.203.11;Q PENA ERA CHELA JAJA
2008/06/19;10:35:23 a.m.;192.168.203.11;192.168.203.7;cual tia y cual chava
2008/06/19;10:35:53 a.m.;192.168.200.59;192.168.205.3;y eso
2008/06/19;10:36:16 a.m.;192.168.205.3;192.168.200.59;PUES ARREGLANDO LOS PENDIENTES QUE DEJARON, Y YO TENGO VOS DE PROFETA
2008/06/19;10:36:19 a.m.;192.168.203.7;192.168.203.11;CHELA TU MAMA, Y AQUI CON TU TIA NANCY
2008/06/19;10:37:06 a.m.;192.168.205.3;192.168.200.36;ES DE DAVIVIENDA
2008/06/19;10:37:16 a.m.;192.168.203.11;192.168.203.7;ah ahora si
2008/06/19;10:37:16 a.m.;192.168.200.59;192.168.205.3;ahaha y ingrith
2008/06/19;10:37:26 a.m.;192.168.203.11;192.168.203.7;decile q como ta de pelo
2008/06/19;10:39:00 a.m.;192.168.200.36;192.168.205.3;ok, gracias
2008/06/19;10:39:03 a.m.;192.168.205.3;192.168.200.36;OK
2008/06/19;10:39:06 a.m.;192.168.205.3;192.168.200.59;ESTA EN MI PUESTO, PERO VOS SABES QUE CUANDO LLEGA SIMPRE SE ENVOLATA, MAS TARDE TE LLAMO PARA QUE HABLEMOS, SERA VOS ME PODES COLABORAR CON LO DEL SONIDO PARA EL MATRI, PREGUNTANDOLE A ALONSO MAS OMENOS CUANTO COBRA
2008/06/19;10:42:32 a.m.;192.168.203.7;192.168.203.12;LISTO JAIMITO
2008/06/19;10:42:46 a.m.;192.168.203.12;192.168.203.7;ya voy amorcito
2008/06/19;10:43:35 a.m.;192.168.200.59;192.168.205.3;ok yo le pregunto, pero para la iglesia y la casa
2008/06/19;10:44:37 a.m.;192.168.205.3;192.168.200.59;LISTO, MAS TARDESCITO TE LLAMO Y CHARLAMOS
2008/06/19;10:45:21 a.m.;192.168.200.59;192.168.205.3;ok
2008/06/19;10:47:12 a.m.;192.168.203.14;192.168.200.53;koke
2008/06/19;10:47:17 a.m.;192.168.200.53;192.168.203.14;SI
2008/06/19;10:47:27 a.m.;192.168.203.14;192.168.200.53;elcredito de leslie yanice
2008/06/19;10:47:34 a.m.;192.168.200.53;192.168.203.14;SI
2008/06/19;10:48:08 a.m.;192.168.203.14;192.168.200.53;es para surtido de miscelanea que tiene junto con la mama,  piensa adecuar una bodega ya que donde tiene el almacen es muy pequeño
2008/06/19;10:48:24 a.m.;192.168.203.14;192.168.200.53;la plata es para adecuar bodega y surtido de negocio
2008/06/19;10:48:40 a.m.;192.168.203.14;192.168.200.53;el negocio queda en la misma casa de la solicitante
2008/06/19;10:48:56 a.m.;192.168.200.53;192.168.203.14;OK, GRACIAS MANO, SALUDOS A   S
2008/06/19;10:49:14 a.m.;192.168.203.14;192.168.200.53;si  tene por seguro que se los doy
2008/06/19;10:49:24 a.m.;192.168.200.53;192.168.203.14;GRACIAS TIO
2008/06/19;10:49:30 a.m.;192.168.203.14;192.168.200.53;ok
2008/06/19;10:51:36 a.m.;192.168.200.252;192.168.200.13;EN BOCA HAY UN CHALECO DE ESOS BLANCO COMPRALO
2008/06/19;10:51:55 a.m.;192.168.200.13;192.168.200.252;pero me imagino que caro
2008/06/19;10:59:33 a.m.;192.168.203.7;192.168.203.6;COMISION NO PERO 5X MIL SI
2008/06/19;11:16:23 a.m.;192.168.203.13;192.168.203.17;andas de peladiente ojo
2008/06/19;11:16:44 a.m.;192.168.203.17;192.168.203.13;no son solo amigos
2008/06/19;11:17:12 a.m.;192.168.203.13;192.168.203.17;pilas q estoy celosa
2008/06/19;11:19:06 a.m.;192.168.203.17;192.168.203.13;muchi
2008/06/19;11:19:10 a.m.;192.168.203.17;192.168.203.13;demaciado
2008/06/19;11:19:13 a.m.;192.168.203.17;192.168.203.13;o `poquito
2008/06/19;11:20:23 a.m.;192.168.203.13;192.168.203.17;un monton
2008/06/19;11:20:35 a.m.;192.168.203.17;192.168.203.13;a trnquila no ha problema
2008/06/19;11:21:30 a.m.;192.168.203.13;192.168.203.17;lastima q entre compañero no se puede tenr nada
2008/06/19;11:21:36 a.m.;192.168.205.11;192.168.200.59;HELLO
2008/06/19;11:22:01 a.m.;192.168.203.17;192.168.203.13;eso es lo que te estaba comentando ayer
2008/06/19;11:22:52 a.m.;192.168.203.17;192.168.203.13;k lastima
2008/06/19;11:23:04 a.m.;192.168.203.17;192.168.203.13;yo te quitos los celos
2008/06/19;11:24:56 a.m.;192.168.203.13;192.168.203.17;como asi
2008/06/19;11:24:58 a.m.;192.168.203.13;192.168.203.17;cuenta
2008/06/19;11:25:23 a.m.;192.168.203.17;192.168.203.13;nadita despues
2008/06/19;11:25:35 a.m.;192.168.200.13;192.168.205.3;hola maris
2008/06/19;11:25:39 a.m.;192.168.205.3;192.168.200.13;hola
2008/06/19;11:25:54 a.m.;192.168.200.13;192.168.205.3;te llevo la carpeta ingrid??
2008/06/19;11:30:09 a.m.;192.168.203.13;192.168.203.17;dime
2008/06/19;11:30:17 a.m.;192.168.203.7;192.168.200.22;HOLA MUY BUENOS DIAS
2008/06/19;11:30:26 a.m.;192.168.200.22;192.168.203.7;HOLA NENA
2008/06/19;11:31:05 a.m.;192.168.203.7;192.168.200.22;HAGAME UN FA REGALEME UNA CUOTA DE 201-51622 CELESTINO RINCON
2008/06/19;11:31:40 a.m.;192.168.200.219;192.168.203.8;QUE HOY SEA UN DIA MUY ESPECIAL, QUE TE LLENEN DE REGALOS DE AMOR DE ABRAZOS DE MUCHOS PICOS ENTONCES PARA EMPEZAR YO TE MANDO UNA ABRAZO MUY FUERETE Y MUCHOS PICOS FELIZ CUMPLEAÑOS
2008/06/19;11:31:55 a.m.;192.168.200.22;192.168.203.7;522.000
2008/06/19;11:32:41 a.m.;192.168.203.7;192.168.200.22;EL DICE Q HABLO CON DON JUAN Y SE LE DIO PRORROGA PARA EL CAPITAL, DEME ENTONCES EL VALOR DE INT A PAGAR.
2008/06/19;11:32:46 a.m.;192.168.203.8;192.168.200.219;MUCHAS GRACIAS, CORAZON AQUI TE RECIBO LOS ABRAZOS Y LOS PICOS
2008/06/19;11:33:15 a.m.;192.168.200.59;192.168.205.11;hrllo
2008/06/19;11:33:15 a.m.;192.168.200.219;192.168.203.8;NO SE VAYA A EMBORRACHA
2008/06/19;11:33:30 a.m.;192.168.203.8;192.168.200.219;HOY NO
2008/06/19;11:33:58 a.m.;192.168.203.13;192.168.203.17;por q no me quiere decir
2008/06/19;11:34:01 a.m.;192.168.200.219;192.168.203.8;LISTO CORAZONCITO NOS VEMOS DESUES LE MANDO EL REGALO SE CUIDA CHAO
2008/06/19;11:34:12 a.m.;192.168.200.219;192.168.203.14;T.Q.M.
2008/06/19;11:34:14 a.m.;192.168.200.13;192.168.200.57;sr hermes
2008/06/19;11:34:18 a.m.;192.168.200.219;192.168.200.101;HOLA LUCHE
2008/06/19;11:34:21 a.m.;192.168.200.57;192.168.200.13;buenas
2008/06/19;11:34:25 a.m.;192.168.203.7;192.168.200.22;201-51622
2008/06/19;11:34:25 a.m.;192.168.203.8;192.168.200.219;OK GRACIAS
2008/06/19;11:34:32 a.m.;192.168.200.59;192.168.205.11;maris?
2008/06/19;11:34:35 a.m.;192.168.200.219;192.168.200.101;MI PRIMITA TE DEJO UNOS ENTONCES YA PUEDE MANDAR POR EL OTRO PAR
2008/06/19;11:34:39 a.m.;192.168.200.219;192.168.200.101;SIIIIIIIIIIIIIIIIIIIIIIIIII
2008/06/19;11:34:41 a.m.;192.168.200.13;192.168.200.57;hagame un favor
2008/06/19;11:34:52 a.m.;192.168.203.14;192.168.200.219;hola lidas hablas con juan, estoy trabajando en el puesto de él  porque esta de visitas
2008/06/19;11:34:54 a.m.;192.168.200.13;192.168.200.57;el sr benigno se encuentra por ahi??
2008/06/19;11:35:05 a.m.;192.168.200.219;192.168.203.14;JUAN GABRIEL?
2008/06/19;11:35:09 a.m.;192.168.203.14;192.168.200.219;si
2008/06/19;11:35:40 a.m.;192.168.200.22;192.168.203.7;50.000
2008/06/19;11:35:51 a.m.;192.168.205.3;192.168.200.13;YES
2008/06/19;11:35:57 a.m.;192.168.200.219;192.168.203.14;HAY BUENO YO TAMBIEN TQM A VOS NOS VEMOS QUE PENA
2008/06/19;11:36:02 a.m.;192.168.203.7;192.168.200.22;OK MUCHISIMAS GRACIAS, Q TENGAS UN BUEN DIA
2008/06/19;11:36:14 a.m.;192.168.203.14;192.168.200.219;asi te queria coger cachona
2008/06/19;11:36:15 a.m.;192.168.200.13;192.168.205.3;y sera que me podes hacer el favor
2008/06/19;11:36:25 a.m.;192.168.203.13;192.168.200.250;hola
2008/06/19;11:36:27 a.m.;192.168.203.14;192.168.200.219;te asustaste o que ?
2008/06/19;11:36:28 a.m.;192.168.200.13;192.168.205.3;de desmbolsarme como hiciste con yorley se puede??
2008/06/19;11:36:40 a.m.;192.168.200.219;192.168.203.14;SIIIIIIIIIIIIIIIIII Y MUCHO
2008/06/19;11:36:42 a.m.;192.168.203.13;192.168.200.250;me hechastes mentiras no
2008/06/19;11:36:43 a.m.;192.168.203.14;192.168.200.219;yo a vos te quiero mas todavia
2008/06/19;11:36:48 a.m.;192.168.200.22;192.168.203.7;OK CON GUSO NENA
2008/06/19;11:36:52 a.m.;192.168.200.22;192.168.203.7;GUSTO
2008/06/19;11:37:12 a.m.;192.168.203.7;192.168.200.22;LISTO HAGALE Q YA LE CONSIGNE
2008/06/19;11:37:52 a.m.;192.168.200.22;192.168.203.7;OK
2008/06/19;11:38:02 a.m.;192.168.200.57;192.168.200.13;no señor
2008/06/19;11:38:08 a.m.;192.168.200.13;192.168.200.57;ok gracias
2008/06/19;11:40:33 a.m.;192.168.205.3;192.168.200.59;hello
2008/06/19;11:40:59 a.m.;192.168.205.3;192.168.200.13;pero entonces tengo que esperar que alguien de alla venga y se lo lleve
2008/06/19;11:41:12 a.m.;192.168.200.59;192.168.205.3;hello
2008/06/19;11:41:32 a.m.;192.168.200.13;192.168.205.3;pero lo podes desembolsar??
2008/06/19;11:42:00 a.m.;192.168.203.13;192.168.200.250;no quiere hablarme gracias
2008/06/19;11:42:20 a.m.;192.168.203.13;192.168.200.250;pero sea sincero ok
2008/06/19;11:42:30 a.m.;192.168.203.13;192.168.200.250;no lo molesto mas ok
2008/06/19;11:42:34 a.m.;192.168.203.13;192.168.200.250;chaoooooooooo
2008/06/19;11:42:58 a.m.;192.168.205.11;192.168.200.59;CON NEIL
2008/06/19;11:43:02 a.m.;192.168.200.13;192.168.205.3;y me podes hacer el afvor de desembolsarme y el sabado ingrid puede traerlo y se lo firmo
2008/06/19;11:51:38 a.m.;192.168.200.15;192.168.200.28;yiyo
2008/06/19;11:51:46 a.m.;192.168.200.28;192.168.200.15;HOLA
2008/06/19;11:52:05 a.m.;192.168.200.15;192.168.200.28;cuando consigna che con un tachon se recibe
2008/06/19;11:52:28 a.m.;192.168.200.28;192.168.200.15;HAY QUE CERTIFICARLO
2008/06/19;11:52:49 a.m.;192.168.200.15;192.168.200.28;como asi
2008/06/19;11:53:49 a.m.;192.168.200.15;192.168.200.28;yiyo contestame que tengo cola
2008/06/19;11:57:23 a.m.;192.168.200.53;192.168.200.13;BUENAS
2008/06/19;11:57:28 a.m.;192.168.200.13;192.168.200.53;holas
2008/06/19;11:57:39 a.m.;192.168.200.13;192.168.200.53;cuenteme
2008/06/19;11:57:40 a.m.;192.168.200.53;192.168.200.13;VOZ COMPRASTE A CACHARRERIA MUNDIAL?
2008/06/19;11:57:49 a.m.;192.168.200.13;192.168.200.53;todavia no
2008/06/19;11:57:51 a.m.;192.168.200.13;192.168.200.53;por??
2008/06/19;11:58:07 a.m.;192.168.200.53;192.168.200.13;NO ES QUE TE ESCUCHE QUE HABIAS COMPRADO.
2008/06/19;11:58:10 a.m.;192.168.200.13;192.168.200.53;es que me dijeron que averiguara primero en cucuta...
2008/06/19;11:58:12 a.m.;192.168.203.14;192.168.200.219;hola
2008/06/19;11:58:15 a.m.;192.168.200.53;192.168.200.13;OK
2008/06/19;11:58:15 a.m.;192.168.200.13;192.168.200.53;pero ya cotize
2008/06/19;11:58:17 a.m.;192.168.200.13;192.168.200.53;ok
2008/06/19;01:49:20 p.m.;192.168.200.150;192.168.200.250;alex buenas, en el digiturno hay un turno colgado  jajaja
